Tanggal,Judul,Pengarang,Abstrak
18/07/2014,"Pengembangan sistem identifikasi bahasa Indonesia, Jawa, Minang dan Sunda pada twitter",Puji Martadinata,"ABSTRAK Nama : Puji Martadinata Program Studi : Ilmu Komputer Judul : Pengembangan Sistem Identifikasi Bahasa Indonesia, Jawa, Minang dan Sunda pada Twitter Jumlah bahasa daerah yang berada di Indonesia mencapai 746. Dengan jumlah yang cukup banyak tersebut, terdapat kesulitan dalam pengenalan suatu bahasa, sehingga dibutuhkan suatu sistem language identification untuk mengatasi masalah tersebut. Oleh karena itu, dilakukan eksperimen untuk mencari pendekatan paling optimal dalam identifikasi bahasa terutama bahasa daerah yang terdapat di Indonesia. Eksperimen ini menggunakan metode n-gram, pendekatan statistik dengan Markov model, dan small word technique. Selain itu, eksperimen fokus terhadap besar ukuran korpus, jumlah bahasa yang digunakan dan juga fitur hashtag yang terdapat pada Twitter. Berdasarkan hasil yang didapat, artikel pada Wikipedia dapat menghasilkan presisi yang tinggi dalam menentukan bahasa pada suatu tweet. Presisi tertinggi didapatkan dengan menggunakan metode Markov model dengan 5-grams. Kata Kunci: Language Identification, Language model, Wikipedia, Tweet, Presisi"
18/07/2014,Deteksi emerging topic pada dokumen microblog berbahasa Indonesia,Dimas Prawita,"ABSTRAK Nama : Dimas Prawita Program Studi : Ilmu Komputer Judul : Deteksi Emerging Topic pada Dokumen Microblog Berbahasa Indonesia Twitter merupakan salah satu layanan microblog yang memungkinkan penggunanya untuk saling bertukar informasi. Informasi yang ada bisa dikelompokkan berdasarkan kesamaan menjadi suatu topik besar (emerging topic) yang belum pernah muncul pada suatu interval waktu, tetapi kemunculannya sangat tinggi pada interval waktu tertentu. Penelitian ini menggunakan dua tahapan yaitu pembentukan emerging term dan deteksi emerging topic. Deteksi emerging term melibatkan teknik pembobotan dan penghitungan authority seorang penulis tweet. Penghitungan authority menggunakan 3 metode yaitu rasio, reliable user, dan ActivityScore. Deteksi emerging topic dilakukan dengan memasangkan kelompok emerging term dengan bigram dari emerging term yang memiliki frekuensi tertinggi. Hasil penelitian menunjukkan bahwa penggunaan teknik authority berdasarkan reliable user dan ActivityScore menghasilkan akurasi yang terbaik yaitu 60%. Kata Kunci: Authority, rasio, reliable user, ActivityScore, nutrition, bigram, frekuensi"
18/07/2014,Usability testing dan rekomendasi pengembangan student centered e-learning environment Fakultas Ilmu Komputer Universitas Indonesia,Inas Sofiyah Junus,"ABSTRAK Nama : Inas Sofiyah Junus Program Studi : Ilmu Komputer Judul : Usability Testing dan Rekomendasi Pengembangan Student Centered E-Learning Environment Fakultas Ilmu Komputer Universitas Indonesia SCeLE Fasilkom UI saat ini sudah sangat lekat keberadaannya dalam aktivitas pembelajaran di Fasilkom UI, serta masih mengalami pengembangan dan penyempurnaan secara berkesinambungan. Namun, pengujian terhadap aspek usability SCeLE Fasilkom UI sebagai sistem e-Learning belum pernah dilaksanakan, sehingga belum diketahui seperti apa penggunaan SCeLE Fasilkom UI sebagai sarana pendukung perkuliahan di Fasilkom UI, serta hal-hal apa yang dapat membuat atau menghalangi SCeLE Fasilkom UI menjadi sistem e-Learning yang mendekati ideal. Dimotivasi oleh hal tersebut, Penulis melihat urgensi untuk menyusun rekomendasi perubahan sistem SCeLE Fasilkom UI berdasarkan hasil usability testing pada sistem tersebut yang merefleksikan pengalaman baik mahasiswa maupun dosen, dalam memanfaatkan sistem e-Learning ini. Aktivitas pembelajaran yang akan diamati berupa blended mode online learning yang dijalani oleh mahasiswa Program Sarjana Fasilkom UI. Pelaksanaan pengumpulan data pada usability testing dilakukan dengan kuesioner dan wawancara untuk mahasiswa serta wawancara dengan dosen. Data yang terkumpul kemudian dianalisis dan dinterpretasi untuk memperoleh data yang berupa identifikasi masalah usability, serta alternatif solusi. Analisis untuk data kuantitatif menggunakan nilai central tendency sebagai acuan, adapun analisis data kualitatif dilakukan dengan metode theme-based content analysis. Interpretasi data dilakukan dengan menentukan bagaimana penanganan setiap data berdasarkan temanya, serta mengelompokkan masalah-masalah tersebut berdasarkan tingkat keparahan (severity). Rekomendasi pengembangan untuk menyelesaikan masalah usability yang teridentifikasi didasarkan pada data yang berupa saran didukung dengan studi pustaka. Diperoleh tujuh rekomendasi utama dan satu rekomendasi tambahan. Rekomendasi utama adalah rekomendasi yang diyakini dapat menyelesaikan setidaknya satu masalah usability. Adapun rekomendasi tambahan berupa rekomendasi yang tidak berkaitan langsung dengan masalah usability yang teridentifikasi, namun dianggap dapat meningkatkan kualitas usability SCeLE Fasilkom UI. Kata Kunci: blended mode online learning, e-Learning, kuesioner, pengalaman pengguna, rekomendasi pengembangan, theme-based content analysis, usability, usability testing, wawancara vii"
18/07/2016,Faktor-faktor yang mempengaruhi niat masyarakat untuk berpartisipasi secara elektronik (e-participation): perluasan social cognitive theory,Khoirunnida,"ABSTRAK Nama : Khoirunnida Program Studi : Sistem Informasi Judul : Faktor-Faktor yang Memengaruhi Niat Masyarakat untuk Berpartisipasi Secara Elektronik (E-Participation): Perluasan Social Cognitive Theory Implementasi e-participation di Indonesia saat ini meningkat seiring dengan berkembangnya e-government. Namun, tingkat partisipasi di Indonesia tersebut masih tertinggal jika dibandingkan negara-negara lainnya. Oleh karena itu, perlu dilakukan analisis mengenai faktor yang dapat mendorong partisipasi elektronik masyarakat. Dari berbagai literatur mengenai perilaku manusia, teknologi bukan satu-satunya faktor yang menjadi pendorong masyarakat untuk menggunakan layanan e-participation. Penelitian ini bertujuan untuk menganalisis faktor-faktor yang memengaruhi niat masyarakat untuk berpartisipasi secara elektronik dengan menggunakan perluasan Social Cognitive Theory (SCT) yang menambahkan faktor teknologi dan budaya. Studi kasus yang digunakan dalam penelitian ini adalah LAPOR!, sebuah sarana aspirasi dan pengaduan berbasis daring di Indonesia. Data penelitian dikumpulkan dari 410 responden dan diuji menggunakan Partial Least Square - Structural Equation Modelling (PLS-SEM). Hasil penelitian ini menunjukkan bahwa ketiga faktor kognitif yang ada pada SCT (participation self efficacy, outcome expectation performance, dan outcome expectation personal) berpengaruh secara positif terhadap niat pengguna untuk berpartisipasi di layanan e-participation. Participation self efficacy dan outcome expectation personal tersebut dipengaruhi oleh kualitas layanan e-government, pengaruh sosial, serta budaya kolektivisme. Sedangkan, outcome expectation performance hanya dipengaruhi oleh kualitas layanan e-government dan budaya kolektivisme. Selain itu, hasil penelitian ini juga dapat membantu pemerintah untuk meningkatkan kualitas dan memaksimalkan potensi layanan e-participation sehingga dapat mewujudkan pemerintahan yang transparan. Kata Kunci: e-participation, Social Cognitive Theory (SCT), kualitas layanan e-government, budaya, kolektivisme, niat untuk berpartisipasi, SEM."
18/07/2016,Desain pengembangan aplikasi pembelajaran bahasa arab berbasis mobile,Rian Fitriansyah,"""ABSTRAK Nama : Rian Fitriansyah Program Studi : Ilmu Komputer Judul : Desain Pengembangan Aplikasi Pembelajaran Bahasa Arab Berbasis Mobile Skripsi ini membahas bagaimana desain yang efektif untuk aplikasi pembelajaran bahasa Arab mobile terutama pada segi pembelajaran. Penelitian ini bersifat kualitatif dengan desain deskriptif. Data penelitian diperoleh melalui hasil task scenario usability testing dan pengambilan feedback dari responden. Hasil penelitian menunjukkan bahwa: 1) materi pembelajaran kosakata bahasa Arab dapat ditingkatkan dengan tetap mengaplikasikan teori second language acquisition; 2) materi pembelajaran gramatika bahasa Arab dengan metode behaviorist dan innatist masih belum cukup; dan 3) segi user interface dan user experience aplikasi harus diperhatikan untuk meningkatkan kenyamanan pembelajar dalam pemakaian aplikasi. Kata kunci: Arab, bahasa Arab, pembelajaran bahasa Arab, aplikasi mobile, second language acquisition"""
18/07/2016,Visualisasi jaringan interaksi sosial collaborative learning pada forum diskusi online scele UI: studi kasus mata kuliah MPKT-B,Rizky Andika Putra,"ABSTRAK Nama : Rizky Andika Putra Program Studi : Ilmu Komputer Judul : Visualisasi Jaringan Interaksi Sosial Collaborative Learning pada Forum Diskusi Online SCeLE UI: Studi Kasus Mata Kuliah MPKT-B Universitas Indonesia (UI) sudah mengimplementasikan e-Learning terbukti dengan adanya Student Centered Learning Environment (SCeLE). Namun, saat ini dalam sistem pengajar belum dapat melihat secara langsung interaksi sosial yang terjadi dan pelajar yang berpengaruh pada e-Learning. Penelitian ini mengembangkan sistem yang menggunakan prinsip Social Network Analysis (SNA) sehingga dapat memvisualisasikan jaringan interaksi sosial dan aktor yang berpengaruh. Data yang digunakan pada penelitian ini adalah forum diskusi online Mata Kuliah Pengembangan Kepribadian Terintegrasi-B (MPKT-B). Penelitian ini menghasilkan sistem yang dapat merepresentasikan data yang digunakan menjadi bentuk graph. Hasil penelitian ini menunjukkan data siswa yang berpengaruh dalam forum diskusi online MPKT-B. Lebih lanjut, penelitian ini membuktikan belum optimal Collaborative Learning secara online melalui media SCeLE UI karena jumlah partisipasi mahasiswa yang minim pada forum diskusi online di SCeLE UI. Kata Kunci: e-Learning, Social Network Analysis (SNA), Student Centered Learning (SCeLE), jaringan interaksi sosial, graph"
18/07/2016,Perumusan kamus data kompetensi pegawai studi kasus badan POM RI,Haritztya Azka Zhaviri Masud,"ABSTRAK Nama : Haritztya Azka Zhaviri Masud Program Studi : Sistem Informasi Judul : Perumusan Kamus Data Kompetensi Pegawai Studi Kasus Badan POM RI Sistem Management Cockpit merupakan decision support system yang dikembangkan oleh Biro Umum Badan POM RI untuk dapat membantu manajemen Badan POM dalam melakukan perpindahan pegawai, baik kenaikan jabatan, rotasi tenaga kerja dan pengisian posisi kosong. Dalam pengembangannya, Management Cockpit membutuhkan sumber data yang relevan yaitu sumber data terkait kinerja, kompetensi, dan geografis untuk dapat memberi output/rekomendasi dengan akurat. Data terkait kinerja dan geografis telah tersedia dan terintegrasi dengan Management Cockpit. Di sisi lain, data kompetensi yang ada masih berbentuk spreadsheet dan belum dapat terintegrasi dengan Management Cockpit. Penelitian yang dilakukan, ditujukan untuk mendefinisikan kebutuhan data kompetensi sehingga dapat digunakan baik untuk pengembangan sistem manajemen kompetensi serta integrasinya terhadap Management Cockpit. Perumusan kamus data merupakan salah satu cara untuk mendefinisikan kebutuhan data kompetensi. Untuk merumuskan kamus data, metode yang dapat digunakan adalah analisis proses bisnis menggunakan data flow diagram (DFD) untuk mendapatkan kebutuhan data dari proses bisnis. Proses bisnis yang dianalisis merupakan proses bisnis yang memiliki informasi yang lengkap seperti peraturan terkait serta proses bisnis yang telah dilakukan sebelumnya. Setelah mendapatkan kebutuhan data dari proses bisnis, kamus data dapat dirumuskan dengan cara mendefinisikan struktur data dan elemen data. Hasil dari penelitian ini adalah kamus data kompetensi pegawai dengan 62 struktur data yang dianalisis dari 5 proses bisnis terpilih sesuai dengan kelengkapan informasi. Kata kunci: Data Dictionary, Data Flow Diagram, Government Body"
18/07/2016,Penerapan user experience dalam pengembangan first time customer experience pada mobile APP BLIBLICOM,Tyas Kusuma Handayani,"ABSTRAK Nama : Tyas Kusuma Handayani Program Studi : Ilmu Komputer Judul : Penerapan User Experience dalam Pengembangan First Time Customer Experience pada Mobile App Blibli.com First time customer experience sering dianggap remeh oleh berbagai penyedia produk digital maupun nondigital. Pada kenyataannya, first time customer experience justru menjadi kunci yang potensial untuk mengikat customer baru menjadi loyal customer. Penulis menerapkan prinsip user experience dalam pengembangan konsep first time customer experience pada e-commerce (Blibli.com) yang menarik melalui penelitian ini. Di dalamnya, dibahas mengenai solusi-solusi interaktif terkait pengedukasian customer baru dan konsep personal focus yang unik untuk setiap customer, sehingga mendukung first shopping experience mereka di Blibli.com. Konsep yang diajukan dalam penelitian ini divalidasi melalui usability testing dengan metode think-aloud protocol, guna mengetahui apa yang sebenarnya pengguna baru butuhkan saat pertama kali berinteraksi dengan Blibli.com. Hasil akhir dari penelitian ini berupa low-fidelity design dari pengembangan first time customer experience di aplikasi Blibli.com. Kata Kunci: e-commerce, user experience, first time use, guided-interaction, personal focus, usability testing, think-aloud protocol, desain, prototipe."
18/07/2017,Evaluasi pengembangan alternatif desain interaksi website staff Universitas Indonesia,Andre Valerian,"ABSTRAK Nama : Andre Valerian Program Studi : Sistem Informasi Judul : Evaluasi dan Pengembangan Alternatif Desain Interaksi Website Staff Universitas Indonesia Website Staff Universitas Indonesia pertama kali dikembangkan pada tahun 2009 untuk membantu Universitas Indonesia mendapatkan peringkat yang baik padaWebometrics. Website Staff Universitas Indonesia merupakan sebuah portal untuk mengakses dan mencari informasi mengenai dosen, staf, atau peneliti yang berada di lingkungan Universitas Indonesia. Tetapi, hingga saat ini situs web tersebut dinilai belum memenuhi fungsi utamanya. Hal ini dikarenakan fitur pencarian yang ada pada situs web tersebut belum dapat memenuhi ekspektasi pengguna, selain itu tampilan situs web yang kurang menarik cukup memiliki andil pada pemanfaatan situs web tersebut. Pada skripsi ini, akan diukur tingkat usability Website Staff Universitas Indonesia saat ini, dibuat alternatif desain interaksi Website Staff Universitas Indonesia, dan dirumuskan fasilitas pencarian dalam Website Staff Universitas Indonesia. Hasil penelitian ini adalah pengukuran tingkat usability, alternatif desain interaksi, dan perumusan fasilitas pencarian dalam Website Staff Universitas Indonesia. Kata Kunci: Desain interaksi, usability evaluation, web user profiling"
18/07/2017,"Faktor-Faktor yang Memengaruhi Behavioral Intention Pengguna pada Layanan Transportasi Online di Indonesia: Studi Kasus Go-Jek, Grab, dan Uber.",Ricky Septian,"ABSTRAK Nama : Rizky Septiani Program Studi : Sistem Informasi Judul : Faktor-Faktor yang Memengaruhi Behavioral Intention Pengguna pada Layanan Transportasi Online di Indonesia: Studi Kasus Go-Jek, Grab, dan Uber. Penelitian ini bertujuan untuk menganalisis faktor-faktor yang memengaruhi Behavioral Intention pengguna pada layanan transportasi online di Indonesia yaitu Go-Jek, Grab, dan Uber. Faktor-faktor tersebut berasal dari teori IT adoption pada m-commerce user acceptance Technology Acceptance Model (TAM), Theory of Planned Behavior (TPB), dan Innovation Diffusion Theory. Penelitian ini menggunakan pendekatan kuantitatif dengan total responden yang terkumpul sebanyak 2.767 data yang merupakan pengguna layanan transportasi online Go-Jek, Grab, dan Uber. Data tersebut dianalisis dengan metode Covariance Based Structural Equation Model (CB-SEM) pada AMOS 22.0. Berdasarkan hasil analisis diperoleh bahwa faktor Internal Perception (Perceived Usefulness dan Perceived Ease of Use), External Influences (Subjective Norm), Innovation Characteristic (Compatibility), dan Perceived Enjoyment dan Variety of Service memengaruhi Behavioral Intention pengguna pada layanan transportasi online di Indonesia. Kata Kunci: Behavioral intention, Indonesia, m-commerce, transportasi online."
